EmployeeNumber,Age,Age_Group,Gender,Department,JobRole,BusinessTravel,DistanceFromHome,Education,EducationField,JobLevel,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,MonthlyIncome,Salary_Band,OverTime,TotalWorkingYears,Experience_Band,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,TrainingTimesLastYear,PercentSalaryHike,PerformanceRating,StockOptionLevel,MaritalStatus,Attrition
991,31,25-34,Male,"Research & Development","Research Scientist",Non-Travel,9,2,Medical,1,1,3,1,3,2321,Low,Yes,4,"3-5 Years",3,2,1,2,0,0,22,4,0,Single,Yes
992,33,25-34,Male,Sales,Manager,Non-Travel,17,3,"Life Sciences",4,3,4,4,3,17444,"Very High",No,10,"6-10 Years",10,8,6,0,1,2,11,3,0,Single,No
994,29,25-34,Female,"Research & Development","Research Scientist",Travel_Rarely,10,3,"Life Sciences",1,1,4,3,3,2404,Low,Yes,3,"3-5 Years",0,0,0,0,6,5,20,4,0,Single,Yes
995,33,25-34,Female,"Research & Development","Research Scientist",Travel_Rarely,13,1,"Life Sciences",1,4,2,1,3,3452,Medium,No,5,"3-5 Years",3,2,0,2,3,4,18,3,0,Single,No
996,45,45-54,Female,"Research & Development","Laboratory Technician",Travel_Rarely,1,4,Medical,1,4,4,4,3,2270,Low,No,8,"6-10 Years",5,3,0,2,3,2,14,3,2,Divorced,No
997,50,45-54,Male,"Research & Development","Research Director",Travel_Rarely,1,2,Medical,4,4,4,3,2,17399,"Very High",No,32,"20+ Years",5,4,1,3,9,1,22,4,1,Divorced,No
998,33,25-34,Female,"Research & Development","Healthcare Representative",Travel_Frequently,1,4,Other,2,2,3,1,3,5488,Medium,Yes,6,"6-10 Years",6,5,1,2,1,2,13,3,1,Married,No
999,41,35-44,Male,"Research & Development","Research Director",Travel_Frequently,9,3,Medical,5,3,1,2,4,19419,"Very High",No,21,"20+ Years",18,16,0,11,2,2,17,3,1,Divorced,No
1001,27,25-34,Female,"Research & Development","Laboratory Technician",Travel_Rarely,16,4,"Technical Degree",1,2,3,2,3,2811,Low,No,4,"3-5 Years",2,2,2,2,9,2,14,3,1,Married,No
1002,45,45-54,Male,"Research & Development","Laboratory Technician",Non-Travel,23,2,"Life Sciences",2,1,4,3,3,3633,Medium,Yes,9,"6-10 Years",9,8,0,8,1,2,15,3,1,Married,No
1003,47,45-54,Female,Sales,"Sales Executive",Travel_Rarely,4,2,"Life Sciences",2,4,4,3,3,4163,Medium,Yes,9,"6-10 Years",9,0,0,7,1,0,17,3,0,Single,No
1004,30,25-34,Female,"Research & Development","Research Scientist",Travel_Rarely,22,3,"Life Sciences",1,3,1,2,3,2132,Low,Yes,7,"6-10 Years",5,2,0,1,4,2,11,3,0,Married,Yes
1005,50,45-54,Male,"Research & Development","Manufacturing Director",Travel_Rarely,24,3,"Life Sciences",4,3,4,4,3,13973,"Very High",Yes,22,"20+ Years",12,11,1,5,3,2,18,3,1,Married,No
1006,38,35-44,Male,"Research & Development","Research Scientist",Travel_Frequently,10,1,Medical,1,3,3,2,2,2684,Low,No,3,"3-5 Years",2,1,0,2,0,0,17,3,1,Married,No
1007,46,45-54,Male,"Research & Development","Manufacturing Director",Travel_Rarely,7,2,Medical,3,3,4,2,3,10845,"Very High",No,13,"11-20 Years",8,7,0,7,6,3,13,3,1,Divorced,No
1009,24,"Under 25",Female,"Research & Development","Manufacturing Director",Travel_Rarely,17,1,Medical,2,3,4,2,3,4377,Medium,No,5,"3-5 Years",4,2,3,2,1,6,15,3,2,Divorced,No
1010,35,35-44,Male,"Research & Development","Laboratory Technician",Travel_Rarely,14,4,Other,1,2,3,4,1,3743,Medium,Yes,5,"3-5 Years",4,2,0,2,1,2,24,4,1,Divorced,Yes
1011,31,25-34,Female,"Research & Development","Manufacturing Director",Travel_Frequently,1,1,"Life Sciences",2,1,3,3,3,4148,Medium,No,4,"3-5 Years",4,3,0,3,1,1,12,3,1,Married,No
1012,18,"Under 25",Male,"Research & Development","Research Scientist",Non-Travel,5,2,"Life Sciences",1,4,2,4,3,1051,Low,No,0,"0-2 Years",0,0,0,0,1,2,15,3,0,Single,No
1013,54,45-54,Female,"Research & Development","Manufacturing Director",Travel_Rarely,17,3,"Technical Degree",3,3,3,3,3,10739,"Very High",No,22,"20+ Years",10,7,0,8,8,2,11,3,1,Married,No
1014,35,35-44,Female,"Research & Development","Healthcare Representative",Travel_Rarely,25,4,Medical,3,3,3,3,2,10388,"Very High",Yes,16,"11-20 Years",16,10,10,1,1,3,11,3,1,Divorced,No
1015,30,25-34,Female,"Research & Development","Research Director",Travel_Rarely,8,2,"Life Sciences",3,1,2,3,2,11416,"Very High",Yes,9,"6-10 Years",8,7,1,7,0,4,12,3,3,Married,No
1016,20,"Under 25",Female,"Research & Development","Research Scientist",Travel_Rarely,11,3,Medical,1,1,4,1,3,2600,Low,Yes,1,"0-2 Years",1,0,0,0,1,2,15,3,0,Single,Yes
1017,30,25-34,Female,"Research & Development","Laboratory Technician",Travel_Frequently,5,3,Medical,1,2,2,1,3,2422,Low,No,4,"3-5 Years",3,2,1,2,0,3,17,3,0,Single,Yes
1018,26,25-34,Male,"Research & Development","Manufacturing Director",Travel_Rarely,2,2,Medical,2,4,4,2,3,5472,Medium,No,8,"6-10 Years",8,7,1,3,1,2,12,3,0,Married,No
1019,22,"Under 25",Male,"Research & Development","Laboratory Technician",Travel_Rarely,8,1,"Life Sciences",1,1,2,1,2,2451,Low,No,4,"3-5 Years",4,3,1,1,1,3,15,3,1,Married,No
1022,48,45-54,Male,"Research & Development","Healthcare Representative",Travel_Rarely,6,3,"Life Sciences",2,3,1,4,3,4240,Medium,No,19,"11-20 Years",2,2,2,2,2,0,13,3,0,Single,No
1024,48,45-54,Male,"Research & Development","Healthcare Representative",Travel_Rarely,4,4,"Life Sciences",3,3,3,2,3,10999,"Very High",No,27,"20+ Years",15,11,4,8,7,3,14,3,0,Single,No
1025,41,35-44,Female,"Research & Development","Manufacturing Director",Travel_Rarely,7,2,Medical,2,3,4,2,3,5003,Medium,No,8,"6-10 Years",2,2,2,1,6,6,14,3,0,Single,No
1026,39,35-44,Female,"Research & Development","Manufacturing Director",Travel_Rarely,1,1,"Life Sciences",4,4,4,3,3,12742,"Very High",No,21,"20+ Years",21,6,11,8,1,3,16,3,1,Married,No
1027,27,25-34,Female,"Research & Development","Manufacturing Director",Travel_Rarely,2,4,"Life Sciences",2,4,1,2,3,4227,Medium,No,4,"3-5 Years",3,2,2,2,0,2,18,3,1,Married,No
1028,35,35-44,Male,"Research & Development","Laboratory Technician",Travel_Rarely,10,3,Other,1,4,2,1,2,3917,Medium,No,3,"3-5 Years",3,2,1,2,1,4,20,4,1,Divorced,No
1029,42,35-44,Male,Sales,Manager,Travel_Rarely,5,2,Marketing,5,3,4,2,4,18303,"Very High",No,21,"20+ Years",1,0,0,0,6,3,13,3,0,Married,No
1030,50,45-54,Male,"Research & Development","Laboratory Technician",Travel_Rarely,9,3,"Life Sciences",1,4,1,2,3,2380,Low,No,8,"6-10 Years",1,0,0,0,4,5,18,3,0,Married,No
1032,59,55+,Female,"Research & Development","Manufacturing Director",Travel_Rarely,2,3,"Life Sciences",4,4,3,1,3,13726,"Very High",Yes,30,"20+ Years",5,3,4,3,3,4,13,3,0,Single,No
1033,37,35-44,Female,"Research & Development","Healthcare Representative",Travel_Rarely,11,2,Medical,2,2,1,1,1,4777,Medium,No,15,"11-20 Years",1,0,0,0,5,2,15,3,0,Married,Yes
1034,55,55+,Male,"Research & Development","Healthcare Representative",Travel_Frequently,18,4,Medical,2,2,3,4,3,6385,High,Yes,17,"11-20 Years",8,7,6,7,3,3,14,3,2,Married,No
1035,41,35-44,Female,"Research & Development","Research Director",Non-Travel,7,1,"Life Sciences",5,3,2,2,3,19973,"Very High",No,21,"20+ Years",21,16,5,10,1,3,22,4,2,Divorced,No
1036,38,35-44,Male,Sales,"Sales Executive",Travel_Rarely,3,4,"Life Sciences",2,4,2,3,3,6861,High,Yes,19,"11-20 Years",1,0,0,0,8,1,12,3,0,Single,No
1037,26,25-34,Male,Sales,"Sales Executive",Non-Travel,29,2,Medical,2,1,2,4,3,4969,Medium,No,7,"6-10 Years",2,2,2,2,8,6,18,3,0,Single,Yes
1038,52,45-54,Female,Sales,Manager,Travel_Rarely,2,1,Marketing,5,4,1,4,3,19845,"Very High",No,33,"20+ Years",32,14,6,9,1,3,15,3,1,Married,Yes
1039,44,35-44,Female,Sales,"Sales Executive",Travel_Rarely,28,3,Medical,4,4,4,3,3,13320,"Very High",Yes,23,"20+ Years",12,11,11,11,3,2,18,3,1,Married,No
1040,50,45-54,Female,Sales,"Sales Executive",Non-Travel,1,3,"Life Sciences",2,3,4,1,3,6347,High,No,19,"11-20 Years",18,7,0,13,0,3,12,3,1,Married,No
1042,36,35-44,Female,"Research & Development","Laboratory Technician",Travel_Rarely,16,4,"Life Sciences",1,1,3,3,3,2743,Low,No,18,"11-20 Years",17,13,15,14,1,1,16,3,0,Single,Yes
1043,39,35-44,Female,"Research & Development","Manufacturing Director",Travel_Frequently,22,3,Medical,3,1,4,3,3,10880,"Very High",Yes,21,"20+ Years",21,6,2,8,1,2,13,3,0,Single,No
1044,33,25-34,Female,Sales,"Sales Representative",Non-Travel,8,1,"Life Sciences",1,4,2,4,2,2342,Low,No,3,"3-5 Years",2,2,2,2,0,2,19,3,0,Single,No
1045,45,45-54,Female,Sales,Manager,Travel_Rarely,11,2,"Life Sciences",4,4,4,2,4,17650,"Very High",No,26,"20+ Years",9,3,1,1,3,4,13,3,1,Married,No
1046,32,25-34,Female,"Research & Development","Laboratory Technician",Non-Travel,29,4,Medical,1,3,4,2,3,4025,Medium,No,10,"6-10 Years",8,7,7,7,9,2,12,3,0,Single,No
1047,34,25-34,Male,Sales,"Sales Executive",Travel_Rarely,1,4,Marketing,2,4,2,4,2,9725,High,No,16,"11-20 Years",15,1,0,9,0,2,11,3,1,Divorced,No
1048,59,55+,Male,Sales,Manager,Travel_Rarely,1,2,"Technical Degree",3,4,2,3,1,11904,"Very High",Yes,14,"11-20 Years",6,4,0,4,3,1,14,3,1,Married,No
1049,45,45-54,Male,"Human Resources","Human Resources",Travel_Rarely,24,4,Medical,1,2,2,1,3,2177,Low,No,6,"6-10 Years",6,3,0,4,1,3,16,3,0,Single,No
1050,53,45-54,Female,Sales,"Sales Executive",Travel_Frequently,2,3,Marketing,3,2,3,1,3,7525,High,No,30,"20+ Years",15,7,6,12,2,2,12,3,1,Married,No
1052,36,35-44,Male,"Research & Development","Laboratory Technician",Travel_Rarely,15,3,Other,2,3,1,2,2,4834,Medium,No,9,"6-10 Years",1,0,0,0,7,3,14,3,1,Divorced,Yes
1053,26,25-34,Male,"Research & Development","Research Scientist",Travel_Frequently,2,3,"Life Sciences",1,1,1,2,3,2042,Low,Yes,6,"6-10 Years",3,2,1,2,6,2,14,3,1,Married,Yes
1055,34,25-34,Female,Sales,"Sales Representative",Travel_Rarely,10,4,"Life Sciences",1,3,3,4,3,2220,Low,Yes,1,"0-2 Years",1,1,0,0,1,2,19,3,1,Married,No
1056,28,25-34,Male,Sales,"Sales Representative",Travel_Rarely,10,1,Medical,1,2,4,2,3,1052,Low,No,1,"0-2 Years",1,0,0,0,1,5,22,4,0,Married,No
1060,38,35-44,Male,"Research & Development","Research Scientist",Travel_Frequently,3,4,Other,1,3,3,1,3,2821,Low,No,8,"6-10 Years",2,2,2,2,3,2,16,3,1,Married,No
1061,50,45-54,Male,"Research & Development","Research Director",Travel_Rarely,2,4,Medical,5,3,2,4,2,19237,"Very High",Yes,29,"20+ Years",8,1,7,7,2,2,11,3,1,Married,No
1062,37,35-44,Female,"Research & Development","Healthcare Representative",Travel_Rarely,3,3,Other,2,2,4,1,2,4107,Medium,No,8,"6-10 Years",4,3,0,1,3,3,15,3,0,Single,No
1066,40,35-44,Male,Sales,"Sales Executive",Travel_Rarely,26,3,Marketing,2,1,3,2,2,8396,High,No,8,"6-10 Years",7,7,7,5,1,3,14,3,1,Married,No
1068,26,25-34,Female,"Research & Development","Research Scientist",Travel_Frequently,1,1,Medical,1,3,1,3,3,2007,Low,No,5,"3-5 Years",5,3,1,3,1,5,13,3,2,Divorced,No
1069,46,45-54,Male,"Research & Development","Research Director",Travel_Rarely,1,4,Medical,5,4,4,4,3,19627,"Very High",No,23,"20+ Years",2,2,2,2,9,0,17,3,2,Divorced,No
1070,54,45-54,Female,Sales,"Sales Executive",Travel_Rarely,2,4,"Life Sciences",3,3,3,2,3,10686,"Very High",No,13,"11-20 Years",9,4,7,0,6,4,11,3,1,Married,No
1071,56,55+,Female,"Research & Development","Research Scientist",Travel_Frequently,9,3,Medical,1,3,1,2,3,2942,Low,No,18,"11-20 Years",5,4,0,3,2,4,19,3,1,Married,No
1073,36,35-44,Female,"Research & Development","Manufacturing Director",Travel_Rarely,12,5,Medical,3,4,4,2,2,8858,High,No,15,"11-20 Years",14,8,7,8,0,2,11,3,0,Single,No
1074,55,55+,Male,"Research & Development",Manager,Non-Travel,2,1,Medical,4,1,3,2,4,16756,"Very High",No,31,"20+ Years",9,7,6,2,7,3,15,3,0,Single,No
1076,43,35-44,Male,Sales,"Sales Executive",Travel_Rarely,25,3,Medical,3,4,3,3,3,10798,"Very High",No,18,"11-20 Years",1,0,0,0,5,5,13,3,1,Divorced,No
1077,20,"Under 25",Female,Sales,"Sales Representative",Travel_Frequently,9,3,Marketing,1,4,4,2,3,2323,Low,Yes,2,"0-2 Years",2,2,0,2,1,3,14,3,0,Single,Yes
1079,21,"Under 25",Female,"Research & Development","Laboratory Technician",Travel_Rarely,10,3,"Life Sciences",1,1,3,1,2,1416,Low,No,1,"0-2 Years",1,0,1,0,1,6,13,3,0,Single,Yes
1080,46,45-54,Female,"Research & Development","Research Scientist",Travel_Rarely,8,4,"Life Sciences",2,1,4,1,3,4615,Medium,Yes,19,"11-20 Years",16,13,1,7,8,2,23,4,3,Divorced,No
1081,51,45-54,Male,"Research & Development","Research Scientist",Travel_Rarely,4,4,"Life Sciences",1,3,1,3,4,2461,Low,Yes,18,"11-20 Years",10,0,2,7,9,2,12,3,3,Married,Yes
1082,28,25-34,Male,"Research & Development","Healthcare Representative",Non-Travel,24,2,"Technical Degree",3,1,2,1,2,8722,High,No,10,"6-10 Years",10,7,1,9,1,2,12,3,0,Single,Yes
1083,26,25-34,Male,"Research & Development","Laboratory Technician",Travel_Rarely,1,2,Medical,1,1,1,1,3,3955,Medium,No,6,"6-10 Years",5,3,1,3,1,2,16,3,2,Married,No
1084,30,25-34,Male,"Research & Development","Manufacturing Director",Travel_Rarely,20,3,Other,2,1,3,3,2,9957,High,No,7,"6-10 Years",6,2,0,2,0,1,15,3,1,Married,No
1085,41,35-44,Female,"Research & Development","Research Scientist",Travel_Rarely,7,2,"Technical Degree",1,3,2,3,3,3376,Medium,No,10,"6-10 Years",10,6,0,8,1,3,13,3,0,Married,No
1088,38,35-44,Female,"Research & Development","Healthcare Representative",Travel_Rarely,17,1,"Life Sciences",3,3,3,1,2,8823,High,No,20,"11-20 Years",19,9,1,9,0,4,18,3,1,Married,No
1092,40,35-44,Male,"Research & Development","Healthcare Representative",Travel_Rarely,20,4,"Technical Degree",3,4,1,4,3,10322,"Very High",No,14,"11-20 Years",11,10,11,1,4,6,20,4,1,Married,No
1094,27,25-34,Male,"Research & Development","Laboratory Technician",Non-Travel,8,5,"Life Sciences",1,3,1,4,3,4621,Medium,No,3,"3-5 Years",3,2,1,2,1,4,19,3,3,Married,No
1096,55,55+,Male,"Research & Development","Manufacturing Director",Travel_Frequently,2,1,"Life Sciences",3,2,4,2,3,10976,"Very High",No,23,"20+ Years",3,2,1,2,3,4,18,3,1,Married,No
1097,28,25-34,Female,"Research & Development","Research Scientist",Travel_Rarely,10,3,Other,2,3,3,4,4,3660,Medium,No,10,"6-10 Years",8,7,1,7,3,4,13,3,0,Single,No
1098,44,35-44,Male,"Human Resources","Human Resources",Travel_Rarely,1,2,Medical,3,1,2,4,3,10482,"Very High",No,24,"20+ Years",20,6,3,6,9,1,14,3,1,Married,Yes
1099,33,25-34,Male,"Research & Development","Healthcare Representative",Travel_Rarely,5,3,"Life Sciences",3,4,4,3,3,7119,High,No,9,"6-10 Years",3,2,1,2,4,2,15,3,1,Divorced,No
1100,35,35-44,Male,Sales,"Sales Executive",Travel_Rarely,4,3,"Technical Degree",3,1,4,1,3,9582,High,Yes,9,"6-10 Years",8,7,4,7,0,2,22,4,0,Single,Yes
1101,33,25-34,Female,"Research & Development","Research Scientist",Travel_Frequently,29,4,Medical,2,3,1,2,3,4508,Medium,No,14,"11-20 Years",13,7,3,8,1,4,22,4,0,Single,Yes
1102,28,25-34,Male,"Research & Development","Laboratory Technician",Travel_Rarely,15,2,"Life Sciences",1,3,1,4,2,2207,Low,No,4,"3-5 Years",4,2,2,2,1,5,16,3,1,Divorced,No
1103,34,25-34,Male,"Research & Development","Healthcare Representative",Travel_Frequently,3,1,"Life Sciences",2,4,1,3,2,7756,High,No,7,"6-10 Years",6,2,0,4,0,1,17,3,0,Single,No
1105,37,35-44,Female,Sales,"Sales Executive",Travel_Rarely,10,4,"Life Sciences",2,4,4,3,3,6694,High,Yes,8,"6-10 Years",1,0,0,0,2,5,14,3,3,Divorced,No
1106,25,25-34,Male,"Research & Development","Laboratory Technician",Travel_Rarely,4,1,"Technical Degree",1,4,4,2,4,3691,Medium,Yes,7,"6-10 Years",7,7,5,6,1,3,15,3,1,Married,Yes
1107,26,25-34,Male,"Research & Development","Laboratory Technician",Travel_Rarely,21,3,Medical,1,3,1,3,2,2377,Low,No,1,"0-2 Years",1,1,0,0,1,0,20,4,1,Divorced,Yes
1108,33,25-34,Male,"Research & Development","Research Scientist",Travel_Rarely,25,3,Medical,1,2,1,2,3,2313,Low,Yes,5,"3-5 Years",2,2,2,2,4,0,20,4,0,Single,Yes
1109,42,35-44,Male,"Research & Development",Manager,Travel_Rarely,2,2,Medical,4,1,4,4,3,17665,"Very High",No,23,"20+ Years",22,6,13,7,0,3,17,3,1,Married,No
1111,28,25-34,Male,"Research & Development","Laboratory Technician",Travel_Frequently,1,3,Medical,1,2,1,1,3,2596,Low,No,1,"0-2 Years",1,0,0,0,1,2,15,3,2,Divorced,Yes
1113,50,45-54,Male,Sales,"Sales Executive",Travel_Frequently,1,4,Other,2,3,4,4,3,4728,Medium,Yes,5,"3-5 Years",0,0,0,0,3,4,14,3,0,Single,Yes
1114,33,25-34,Female,Sales,"Sales Executive",Travel_Frequently,7,3,"Life Sciences",2,2,4,3,3,4302,Medium,No,4,"3-5 Years",3,2,0,2,0,3,17,3,1,Married,No
1115,34,25-34,Male,"Research & Development","Research Scientist",Non-Travel,3,4,"Life Sciences",1,4,3,4,3,2979,Low,No,6,"6-10 Years",0,0,0,0,3,2,17,3,3,Married,No
1116,48,45-54,Male,"Research & Development",Manager,Non-Travel,1,4,Medical,4,4,1,3,2,16885,"Very High",No,27,"20+ Years",5,4,2,1,2,3,22,4,0,Single,No
1117,45,45-54,Female,Sales,"Sales Executive",Non-Travel,9,4,"Life Sciences",2,3,2,4,3,5593,Medium,No,15,"11-20 Years",15,10,4,12,1,2,13,3,1,Married,No
1118,52,45-54,Male,"Research & Development","Healthcare Representative",Travel_Rarely,7,4,"Life Sciences",3,2,2,4,3,10445,"Very High",No,18,"11-20 Years",8,6,4,0,7,4,19,3,0,Single,No
1119,38,35-44,Male,Sales,"Sales Executive",Travel_Rarely,10,4,Marketing,3,3,3,2,3,8740,High,Yes,9,"6-10 Years",8,7,2,7,0,2,14,3,2,Divorced,No
1120,29,25-34,Female,"Research & Development","Research Scientist",Travel_Rarely,28,4,"Life Sciences",1,4,3,1,3,2514,Low,No,11,"11-20 Years",7,5,1,7,4,1,22,4,1,Divorced,No
1121,28,25-34,Female,"Research & Development","Manufacturing Director",Travel_Rarely,3,3,Medical,3,2,4,2,2,7655,High,No,10,"6-10 Years",9,7,1,7,0,3,17,3,3,Divorced,No
1124,46,45-54,Male,Sales,Manager,Travel_Rarely,3,1,Marketing,4,3,1,4,3,17465,"Very High",No,23,"20+ Years",12,9,4,9,3,3,12,3,1,Married,No
1125,38,35-44,Male,Sales,"Sales Executive",Travel_Rarely,2,2,Marketing,3,2,4,3,3,7351,High,No,10,"6-10 Years",1,0,0,0,7,2,16,3,0,Single,No
1126,43,35-44,Female,"Research & Development","Manufacturing Director",Travel_Frequently,27,3,"Life Sciences",3,1,3,3,3,10820,"Very High",No,18,"11-20 Years",8,7,0,1,8,1,11,3,1,Married,No
1127,39,35-44,Male,"Research & Development","Healthcare Representative",Travel_Frequently,2,3,"Life Sciences",4,4,1,4,3,12169,"Very High",No,21,"20+ Years",18,7,11,5,7,4,11,3,3,Divorced,Yes
1128,40,35-44,Male,"Research & Development","Research Director",Travel_Rarely,14,3,Medical,5,3,3,1,4,19626,"Very High",No,21,"20+ Years",20,7,4,9,1,2,14,3,0,Single,No
1131,21,"Under 25",Female,"Research & Development","Research Scientist",Travel_Rarely,1,1,"Technical Degree",1,2,4,3,4,2070,Low,Yes,2,"0-2 Years",2,2,2,2,1,6,11,3,0,Single,No
1132,39,35-44,Male,"Research & Development","Laboratory Technician",Non-Travel,9,3,"Life Sciences",2,2,3,3,2,6782,High,No,9,"6-10 Years",5,4,0,3,9,2,15,3,0,Single,No
1133,36,35-44,Male,"Research & Development","Manufacturing Director",Non-Travel,18,4,"Life Sciences",2,4,1,1,3,7779,High,No,18,"11-20 Years",11,9,0,9,2,0,20,4,0,Single,No
1135,31,25-34,Male,Sales,"Sales Representative",Travel_Frequently,20,3,"Life Sciences",1,4,3,1,3,2791,Low,No,3,"3-5 Years",2,2,2,2,0,4,12,3,1,Married,No
1136,28,25-34,Male,"Research & Development","Research Scientist",Travel_Rarely,2,1,"Life Sciences",1,2,1,1,1,3201,Medium,No,6,"6-10 Years",5,3,0,4,0,2,17,3,0,Married,No
1137,35,35-44,Male,Sales,"Sales Executive",Travel_Frequently,11,2,Marketing,2,4,4,4,3,4968,Medium,No,5,"3-5 Years",5,2,0,2,1,3,11,3,1,Divorced,No
1138,49,45-54,Male,Sales,"Sales Executive",Travel_Rarely,8,4,"Technical Degree",4,2,4,2,3,13120,"Very High",No,22,"20+ Years",9,8,2,3,6,3,17,3,1,Married,No
1140,34,25-34,Male,"Research & Development","Manufacturing Director",Travel_Frequently,2,2,"Life Sciences",2,3,4,4,2,4033,Medium,No,5,"3-5 Years",3,2,0,2,2,3,11,3,0,Single,No
1143,29,25-34,Female,"Research & Development","Research Scientist",Travel_Frequently,10,3,"Life Sciences",1,2,4,4,2,3291,Medium,No,8,"6-10 Years",7,5,1,1,0,2,14,3,2,Divorced,No
1148,42,35-44,Male,"Research & Development","Laboratory Technician",Travel_Rarely,29,3,Medical,2,4,2,1,3,4272,Medium,No,16,"11-20 Years",1,0,0,0,4,3,19,3,0,Single,No
1150,29,25-34,Male,"Research & Development","Manufacturing Director",Travel_Rarely,8,1,Medical,2,4,2,3,2,5056,Medium,Yes,10,"6-10 Years",10,7,1,2,1,2,15,3,1,Married,No
1152,38,35-44,Male,"Human Resources","Human Resources",Travel_Rarely,1,3,"Human Resources",1,3,3,4,4,2844,Low,No,7,"6-10 Years",7,6,5,0,1,2,13,3,1,Married,No
1154,28,25-34,Male,"Research & Development","Research Scientist",Travel_Frequently,6,3,"Life Sciences",1,3,3,4,3,2703,Low,Yes,3,"3-5 Years",3,1,0,2,1,2,14,3,1,Divorced,No
1156,18,"Under 25",Male,"Research & Development","Laboratory Technician",Non-Travel,8,1,Medical,1,3,3,4,3,1904,Low,No,0,"0-2 Years",0,0,0,0,1,0,12,3,0,Single,Yes
1157,33,25-34,Female,Sales,"Sales Executive",Travel_Rarely,9,4,Marketing,2,1,1,1,3,8224,High,Yes,6,"6-10 Years",5,2,0,3,0,3,17,3,0,Single,Yes
1158,41,35-44,Male,"Research & Development","Laboratory Technician",Travel_Rarely,12,4,"Life Sciences",1,4,2,1,3,4766,Medium,Yes,6,"6-10 Years",1,0,0,0,3,4,11,3,1,Married,No
1160,31,25-34,Male,"Research & Development","Laboratory Technician",Travel_Frequently,15,3,Medical,1,3,3,3,2,2610,Low,No,2,"0-2 Years",2,2,2,2,1,5,12,3,1,Married,Yes
1161,37,35-44,Female,"Research & Development","Healthcare Representative",Travel_Rarely,25,2,Medical,2,4,3,3,3,5731,Medium,No,9,"6-10 Years",6,2,1,3,7,2,13,3,2,Divorced,No
1162,27,25-34,Male,"Research & Development","Research Scientist",Travel_Rarely,6,3,"Life Sciences",1,3,4,3,3,2539,Low,No,4,"3-5 Years",4,2,2,2,1,0,13,3,1,Married,No
1163,34,25-34,Female,Sales,"Sales Executive",Travel_Rarely,9,1,"Life Sciences",2,3,2,1,2,5714,Medium,No,6,"6-10 Years",6,5,1,3,1,3,20,4,0,Married,No
1164,35,35-44,Male,"Human Resources","Human Resources",Travel_Rarely,8,4,"Technical Degree",1,3,3,2,1,4323,Medium,No,6,"6-10 Years",5,4,1,4,1,2,17,3,0,Single,No
1165,29,25-34,Female,Sales,"Sales Executive",Travel_Rarely,23,1,"Life Sciences",3,1,4,1,1,7336,High,No,11,"11-20 Years",11,8,3,10,1,3,13,3,1,Married,Yes
1166,40,35-44,Female,"Research & Development","Research Director",Travel_Frequently,9,4,Medical,3,3,2,3,2,13499,"Very High",No,20,"11-20 Years",18,7,2,13,9,3,17,3,0,Single,No
1167,42,35-44,Male,Sales,"Sales Executive",Travel_Frequently,12,3,"Life Sciences",4,1,3,2,2,13758,"Very High",Yes,22,"20+ Years",21,9,13,14,0,2,12,3,0,Single,Yes
1171,42,35-44,Male,Sales,"Sales Executive",Travel_Rarely,4,4,Marketing,2,1,2,4,4,5155,Medium,No,9,"6-10 Years",6,4,1,5,7,3,13,3,0,Single,No
1172,35,35-44,Male,"Research & Development","Laboratory Technician",Travel_Rarely,1,4,Medical,1,3,4,2,3,2258,Low,No,10,"6-10 Years",8,0,1,7,6,2,12,3,1,Married,No
1173,24,"Under 25",Male,"Research & Development","Laboratory Technician",Travel_Rarely,24,3,Medical,1,2,4,4,3,3597,Medium,No,6,"6-10 Years",4,3,1,2,8,2,22,4,0,Single,No
1175,28,25-34,Female,"Research & Development","Laboratory Technician",Travel_Rarely,12,1,"Life Sciences",1,4,3,4,2,2515,Low,Yes,1,"0-2 Years",1,1,0,0,1,4,11,3,0,Married,Yes
1177,26,25-34,Male,"Research & Development","Laboratory Technician",Travel_Rarely,3,4,Medical,1,4,1,2,3,4420,Medium,No,8,"6-10 Years",8,7,0,7,1,2,22,4,1,Married,No
1179,30,25-34,Male,Sales,"Sales Executive",Travel_Rarely,10,3,Marketing,2,3,3,1,3,6578,High,No,10,"6-10 Years",10,3,1,4,1,3,18,3,1,Married,No
1180,40,35-44,Female,"Research & Development","Research Scientist",Travel_Frequently,26,2,Medical,2,4,3,4,1,4422,Medium,Yes,16,"11-20 Years",1,1,0,0,3,3,13,3,1,Married,No
1182,35,35-44,Male,"Research & Development","Manufacturing Director",Travel_Rarely,2,3,"Life Sciences",3,2,3,2,4,10274,"Very High",No,15,"11-20 Years",7,7,6,4,2,2,18,3,1,Divorced,No
1184,34,25-34,Male,"Research & Development","Healthcare Representative",Travel_Frequently,1,3,Medical,2,1,4,3,3,5343,Medium,No,14,"11-20 Years",13,9,4,9,0,3,20,4,0,Single,No
1185,35,35-44,Male,"Research & Development","Laboratory Technician",Travel_Frequently,4,4,Other,1,4,4,2,4,2376,Low,No,2,"0-2 Years",2,2,2,2,1,2,13,3,1,Married,No
